id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
recLx2Uh70N8y5tJ6,2025-04-01T18:20:14.000Z,Victim,Infrastructure,Car/motorist drove closely behind me as I crossed the street. He/she had a flashing amber light and I had a flashing green man. ,Near Miss,53.27361862913122,-9.048943650606049,2025-02-24T18:17,No injuries,Infrastructure
recLzXGQjK4By6ldL,2024-05-15T13:44:29.000Z,Other,Infrastructure,"The cycle lane in this area is completely broken and can cause punctures, better to walk bike across",Hazard,51.87214154329368,-8.473617727790867,2024-05-15,No injuries,Infrastructure
recLyHiNU9SXKgzh5,2025-11-18T10:20:42.000Z,Victim,Infrastructure," Near miss as Pedestrian crossed road after indication from one driver to cross, second car continued to drive",Near Miss,53.28210386788962,-9.038407177857408,2025-11-18T08:30,No injuries,Infrastructure
recM15wpqZJ4bimrv,2024-03-16T14:55:33.000Z,Victim,Cyclist Behaviour,"Head on collision after e-bike turned to fast and on wrong side of new teo-way cycle lane from Killnarden Heights, turning eastbound",Collision,53.277137627117696,-6.378683873347654,2024-03-04T14:51,Minor injuries,Infrastructure
recM1WdWQiAolKSdf,2024-03-15T11:34:32.000Z,Other,Driver Behaviour (Car),Car traveling towards Clontarf crashed into the traffic lights at the junction of Howth Rd/Clontarf Road,Collision,53.36415242430397,-6.227430296053228,2024-03-14T14:30,Minor injuries,Infrastructure
recM4oo9GY9Z4BKsF,2024-09-17T07:53:08.000Z,Witness,Driver Behaviour (Car),Persistent stopping of vehicles right up to and ON a zebra crossing right outside a primary school. Dangerous for children.,Hazard,52.634662004474194,-8.684640315144946,2024-09-17,No injuries,Infrastructure
recM5zO4JZMpdjSOT,2025-06-16T16:20:45.000Z,Witness,Driver Behaviour (Car),"Cars are always parked in the contra-flow cycle lane, forcing cyclists into oncoming traffic for the last 3 years",Hazard,53.345398409446915,-6.248209444728616,2025-06-16,No injuries,Infrastructure
recM8Km1YpmZ0hkoE,2024-04-09T11:51:30.000Z,Witness,Driver Behaviour (Car),A man was knocked off his bike by the driver of a car and suffered a head injury,Collision,53.3413702365921,-6.281812335628473,2024-04-09T11:40,Serious injuries,Infrastructure
recMAO3Y9dz3mUPvI,2025-02-10T11:01:48.000Z,Victim,Infrastructure,"Bus hit me on my bike, fire dept. and ambulance called.  Sustained injuries.",Collision,53.268908248077935,-9.07165892975712,2013-02-12T08:15,Minor injuries,Infrastructure
recMExwk2ldKd3vcI,2024-03-13T18:43:08.000Z,Victim,Infrastructure,Drivers exiting without looking had to swerve around the car to avoid a collision,Near Miss,51.87524553216207,-8.470731354767025,2024-02-02T18:20,No injuries,Driver Behaviour (Car)
recMF6bH6piE4zetB,2024-03-07T10:26:46.000Z,Victim,Infrastructure,Dangerous unsignalled pedestrian crossing. Poor sightline of cars driving at speed around bend coming from Loughlinstown road,Hazard,53.32334388594546,-6.5259984455289555,2024-03-07,No injuries,Infrastructure
recMFCc1SNbqdMSdI,2024-03-12T22:40:08.000Z,Witness,Infrastructure,Delivery cyclist knocked off their bike by a driver as they both traversed the junction. ,Collision,53.31859780204343,-6.27914864229956,2024-03-10T20:30,Minor injuries,Driver Behaviour (Car)
recMJ9amZPXDvJQIg,2024-06-20T22:45:32.000Z,Witness,Driver Behaviour (Car),A large vehicle drove through a red light without considering a stop.,Hazard,53.27389045576632,-6.203792362937975,2024-06-20T07:46,No injuries,Infrastructure
recMJQgYz6U78sglC,2024-10-31T11:56:08.000Z,Victim,Infrastructure,"In heavy rain, turning left from Blackthorn Road to Carmanhall Road, the wheels slipped in the rain which led to a fall. ",Near Miss,53.27608831889023,-6.208406721403691,2024-09-25T15:15,Minor injuries,Infrastructure
recMJl3uIv9erTibm,2024-04-11T06:30:24.000Z,Victim,Infrastructure,Mini roundabout design is dangerous as traffic from Barnhill Rd has poor line of sight to fast traffic entering from the right.,Near Miss,53.277405112546745,-6.11744498050075,2024-04-10T11:30,No injuries,Driver Behaviour (Car)
recMKdEMRfJUONWsT,2025-03-24T20:04:27.000Z,Victim,Driver Behaviour (Car),Close fast pass of a cyclist by a car driving into oncoming traffic,Near Miss,53.26663301112205,-9.092363099900297,2025-03-11T13:55,No injuries,Infrastructure
recMKp9Bzkb1WMrWU,2024-05-20T18:57:36.000Z,Victim,Driver Behaviour (Car),Hit by an SUV whilst cycling west along the road on prom. Driver swing suddenly into an open disabled parking space without indicating.,Collision,53.25825250808336,-9.081417767201941,2024-05-20T18:29,Minor injuries,Other
recMMdBPlqfP2cgFs,2024-04-10T14:01:15.000Z,Witness,Driver Behaviour (Car),Car driver illegally parked on footpath opened car door without proper care and knocked cyclist off their bike. ,Collision,53.33174998831015,-6.29428607331181,2024-04-10T08:45,Serious injuries,Infrastructure
recMOJdc0gqK8lkgY,2024-03-01T09:21:37.000Z,Victim,Infrastructure,"Driver turning left blindly. Lights green for both cars and bikes, driver claiming right of way",Near Miss,53.3454193258913,-6.248315152035218,2020-01-28T17:47,No injuries,Infrastructure
recMPHCsdcQrVnUqL,2024-03-03T00:15:05.000Z,Victim,Infrastructure,Drivers often overtake cyclists in unsafe circumstances. This leads to cars coming head to head and many near misses,Near Miss,51.903122090503985,-8.459909655745946,2024-01-29T16:30,No injuries,Driver Behaviour (Car)
recMRVm8ZddaWF08p,2024-03-18T20:36:56.000Z,Other,Driver Behaviour (Car),"Cars constantly parked on the footpath all along this road, forcing pedestrians onto the road and blocking wheelchair access to playground. ",Hazard,53.37659051691986,-6.320802136649462,2024-03-18T13:00,No injuries,Infrastructure
recMQMOmnkaB1peTq,2024-03-03T06:28:15.000Z,Victim,Driver Behaviour (Car),Injured my shoulder from collision with car passenger door; car going straight. Cycle lane runs between L-turn and straight lane.,Collision,53.33764690595805,-6.262735931752189,2023-01-11T18:15,Minor injuries,Infrastructure
recMS7pWa7DA4Lk6c,2025-09-21T21:22:35.000Z,Witness,Infrastructure,Van driver came out of Arbour Hill aiming to go across to Brunswick St. Hit cyclist who was coming down Manor St. ,Collision,53.35041256119632,-6.281834256066901,2025-09-18T18:21,Minor injuries,Infrastructure
recMPjFnePGKfu6fP,2024-05-29T07:09:03.000Z,Victim,Driver Behaviour (Car),"Cyclist knocked off a bike in a roundabout, car coming from his left never stopped to give way",Collision,53.37516409902062,-6.403379173270679,2022-11-29T07:45,Minor injuries,Infrastructure
recMRdz2hx6N6iYxh,2024-03-14T09:05:55.000Z,Victim,Driver Behaviour (Car),Cars blocking pedestrian crossway ,Hazard,53.34373082979306,-6.308465221754886,2024-03-14,No injuries,Infrastructure
recMYXcH4F6Q25MEI,2025-05-14T08:54:51.000Z,Victim,Driver Behaviour (Car),"Cars do not stop on red, causing a hazard for pedestrians crossing when their light is green",Hazard,53.291679830966075,-8.986109637905656,2025-05-14T08:30,No injuries,Infrastructure
recMcESOfI6aBx5Kz,2025-07-14T13:08:11.000Z,Victim,Infrastructure,My daughter and I were trying to cross the road here. We ended up getting beeped by a driver. It was horrible. No safe way to cross.,Hazard,53.27021431265638,-9.08727318967442,2024-04-13T14:45,No injuries,Infrastructure
recMcsc4ExqiQrnW6,2025-03-21T18:25:08.000Z,Victim,Driver Behaviour (Car),Car took illegal right turn and broke the red lights nearly hitting my son & I while cycling across the road during a green man. ,Near Miss,53.33758410574515,-6.299267924082642,2025-03-21T15:15,No injuries,Infrastructure
recMe6y6PsaM6xfiY,2025-11-13T13:54:47.000Z,Witness,Other,Car turning off main road hits pedestrian ,Collision,53.283080513815634,-9.066297607158731,2025-11-13T09:23,No injuries,Infrastructure
recMiI0OpfI6l4SwN,2025-02-28T15:07:22.000Z,Other,Infrastructure,Man hit and injured by truck turning left through cycle lane,Collision,53.3442123206988,-6.307917226296922,2025-02-25T08:15,Minor injuries,Infrastructure
recMiwK8pNF8OOX1Y,2025-03-21T13:35:42.000Z,Victim,Driver Behaviour (Car),Cars parked on footpath can’t fit past with buggy,Hazard,53.268848252654124,-9.06765699100336,2025-01-29T08:16,No injuries,Infrastructure
recMlifPst3THA2Iv,2024-05-05T19:32:34.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),A second large white van is now also blocking the cycle lane on the approach to the Aldi exit.,Hazard,53.276826878176024,-6.139967000860622,2024-05-05T09:45,No injuries,Infrastructure
recMlw3NuiI337uQ2,2024-09-09T11:00:04.000Z,Victim,Infrastructure,Cyclists mix with pedestrians because there is no right turn allowed here to go south however it is a common commuting corridor. ,Hazard,53.344191953605105,-6.264443143679756,2024-09-09,No injuries,Infrastructure
recMkIAgYICi35oMS,2024-11-07T12:52:19.000Z,Victim,Infrastructure,Taxi driver intentionally swerved at me on my bike,Near Miss,53.34584135191551,-6.263690180950817,2024-08-14T17:40,No injuries,Infrastructure
recMpX9kP2KrYtdve,2024-03-01T23:17:53.000Z,Victim,Driver Behaviour (Car),Cycling towards city centre. Motorist pulled right across the lane braked hard but clipped rear of car. Two damaged rims.,Collision,53.32693179299048,-6.277695634639713,2010-03-01T19:00,Minor injuries,Infrastructure
recMuUYtG3Whd9O00,2025-03-24T20:07:40.000Z,Witness,Infrastructure,"An SUV didn’t hit 2 children (6 and 8 years old) leaving their house on St Mary’s Ave, because the eldest one jumped back ",Near Miss,53.26799838021341,-9.068388651107824,2025-03-04T17:30,No injuries,Infrastructure
recMwuua1z1KgKbN9,2025-06-29T11:34:34.000Z,Victim,Cyclist Behaviour,Guy on e bike completely ignoring traffic lights. Was crossing with green light at and nearly knocked over by him going at speed. ,Near Miss,53.3406812930352,-6.272394574210239,2025-06-29,No injuries,Infrastructure
recN34saBlUyBQBnT,2024-03-12T19:30:39.000Z,Witness,Driver Behaviour (Car),"My 2 children and I were in the cycle lane going straight, car turned left and narrowly missed my son, my son had to brake hard to avoid ",Near Miss,53.29282469020373,-6.246343029587763,2024-03-12T15:15,No injuries,Infrastructure
recN3jv5G3LKZ0kin,2024-03-31T21:14:47.000Z,Victim,Infrastructure,Pedestrian crossing paving on bend at connection of South Mall and Grand Pais extremely slippy when wet. Hazard for cyclists when cornering.,Hazard,51.896141576768144,-8.474315817506977,2023-10-20T09:05,Minor injuries,Infrastructure
recN62nRb27XYZbE8,2025-07-24T16:02:30.000Z,Witness,Driver Behaviour (Car),Cyclist and car were in bus lane at red light. Car dangerously overtook the cyclist without giving adequate space.,Near Miss,53.35412209299403,-6.273140509448439,2025-07-24,No injuries,Infrastructure
recNATQoaQbZ3UxNz,2025-02-25T13:37:16.000Z,Victim,Infrastructure,Cars travel at speed northwards along Friar's Walk - very dangerous for cycling turning right into Reendowney Place ,Hazard,51.88629581956292,-8.476932781346676,2025-02-25,No injuries,Driver Behaviour (Car)
recN9sVVED4bA5hOs,2024-05-22T13:10:42.000Z,Witness,Infrastructure,Car hit delivery cyclist,Collision,53.326950007144035,-6.277701648026749,2024-05-22T10:40,Minor injuries,Driver Behaviour (Car)
recNCJ8QO1A5PBJsS,2024-10-07T18:44:52.000Z,Victim,Infrastructure,"Cars parked outside their homes, so drivers Turing right into woodlands avenue have to go on the wrong side of the road.",Hazard,53.277112564332725,-9.026224183702425,2024-10-07,No injuries,Infrastructure
recNJbD7smvMyY3Gd,2024-07-09T08:36:00.000Z,Witness,Driver Behaviour (Car),"A cyclist was going straight, a car was turning left but was not indicating. The cyclist proceeded with care but was nearly hit by the car.",Near Miss,53.350621677532786,-6.24099542000954,2024-07-09,No injuries,Infrastructure
recNCvnIrklexwOpG,2024-03-16T14:22:49.000Z,Victim,Driver Behaviour (Car),"Drivers constantly running red lights at this junction, ignoring cyclists & pedestrians.",Near Miss,51.89731886496665,-8.462894798571142,2024-03-15T14:21,No injuries,Infrastructure
recNMeDIvbH9pXj0r,2024-11-07T11:38:21.000Z,Victim,Infrastructure,An obstruction on path meant a child cycling by hit it & fell onto road & we crashed ( i was on a bike too),Collision,53.420361454716726,-6.138333715415911,2024-11-07,Minor injuries,Infrastructure
recNKlvBiZboYx8D1,2024-04-10T12:55:01.000Z,Other,Driver Behaviour (Car),Car travelling south crossing to enter the petrol station collided with cyclist travelling north in the bike lane. ,Collision,53.32107560347589,-6.267762636728037,2024-03-21T09:30,Minor injuries,Infrastructure
recNN900tblCBivOm,2024-04-19T12:32:39.000Z,Victim,Infrastructure,Lights on the Tesco entrance are very dangerous for bikes.  Car took a left turn yesterday and nearly collided with me.  ,Near Miss,51.87931128878279,-8.506121335223611,2024-04-18T08:45,No injuries,Infrastructure
recNQGkv5Hh9tnvNS,2024-03-22T23:22:31.000Z,Other,Driver Behaviour (Car),"Car often parked on the footpath. Blocks wheelchairs, prams etc. from passing. Forces them onto the road at a junction.",Hazard,53.375901071733836,-6.319882544257496,2024-03-16T12:00,No injuries,Infrastructure
recNPubZYA5Hfup3D,2024-07-10T09:53:17.000Z,Victim,Infrastructure,Incoming traffic speeds into Claregalway due to lack of traffic calming measures.,Near Miss,53.344135581169525,-8.94291589121147,2024-07-10,No injuries,Infrastructure
recNXBvDlPuMDFWIE,2024-09-19T13:25:09.000Z,Victim,Driver Behaviour (Car),Near miss due to driver not taking into looking for bikes on the contra flow bike lane.,Near Miss,51.89716883096344,-8.466618751504939,2024-09-15T19:52,No injuries,Infrastructure
recNaHpa60JRSEOP9,2024-03-15T20:21:58.000Z,Witness,Cyclist Behaviour,Cyclists frequently break the red lights here putting other road users at risk,Hazard,53.34149600015985,-6.2314265651969265,2024-03-15,No injuries,Infrastructure
recNaeluyBJqBcfBF,2024-10-05T15:12:29.000Z,Witness,Driver Behaviour (Car),A man pulled his friend out of the way of a driver avoiding injury ,Near Miss,53.28243984101579,-9.038194085888335,2024-10-05,No injuries,Infrastructure
recNdZMNvrL0zC9kH,2024-03-07T18:16:05.000Z,Witness,Other,The path on the upper right side of the Lower Glenageary road is closed again to pedestrians. This forces people to cross dangerously. ,Hazard,53.28032645777685,-6.135690077981138,2024-03-07T17:15,No injuries,Infrastructure
recNgf5nkKzVBMLvV,2024-08-08T07:30:56.000Z,Victim,Driver Behaviour (Car),"Driver didn't look to their left when exiting arena road onto Burton Hall Road, and drove straight into my front wheel.",Collision,53.27496081241429,-6.206911426102522,2024-07-08T11:28,No injuries,Infrastructure
recNfDAW1XaomZwoi,2024-03-20T07:19:51.000Z,Victim,Other,Mud all over road from tractor just below top of hill on blind bend.,Hazard,52.82794030947582,-8.640277379644658,2024-03-19T17:20,No injuries,Infrastructure
recNletUd4YiL45NV,2025-03-24T20:10:26.000Z,Victim,Infrastructure,My daughter almost gets hit by a car as she was on her scooter to meet her friend on Mary’s Ave,Near Miss,53.26810006836459,-9.068286711778086,2025-03-08T11:00,No injuries,Infrastructure
recNpEnQomC0xtWw9,2024-02-29T11:37:34.000Z,Victim,Infrastructure,Cyclists using tow path fail to slow down or yield to pedestrians crossing to access footbridge.,Near Miss,53.33547800697934,-6.317605921913298,2024-02-28T08:31,No injuries,Infrastructure
recNrQJ76Ojm5lpZ8,2025-01-29T10:52:45.000Z,Victim,Infrastructure,"Pedestrians, including many school students, rely on drivers coming from 3 directions stopping to allow you to cross",Hazard,53.26880484940523,-9.071661434945554,2025-01-29,No injuries,Infrastructure
recNpMMGV1oVHywhj,2024-03-20T14:37:54.000Z,Witness,Other,Van delivering to pub parked on cycle lane / double yellows and blocking traffic lights / pedestrian crossing.  ,Hazard,51.89055989637879,-8.463256001660284,2024-03-20T08:36,No injuries,Infrastructure
recNsNakn8nNkU3Vc,2024-02-29T10:15:53.000Z,Victim,Driver Behaviour (Car),Constant close passing from motor vehicles where cycle lane ends under bridge. ,Near Miss,53.36680470587331,-6.2200054796551285,2024-02-29T08:30,No injuries,Infrastructure
recO0T9ycQXb8NWZv,2024-03-12T15:31:05.000Z,Other,Driver Behaviour (Car),Death of Pádraic Carney while cycling ,Collision,53.296106,-6.292344,2017-06-20T08:05,Fatality,Infrastructure
recNvNOCFpFsKRoDu,2024-05-13T21:00:18.000Z,Victim,Infrastructure,Very uneven surface in southbound cycle lane coinciding with bus stop,Hazard,53.30918575221821,-6.2852549064030825,2024-05-13T18:35,No injuries,Infrastructure
recO0TyNusfbS64i9,2024-04-11T12:35:46.000Z,Victim,Infrastructure,Cars turning left not looking at cyclist ,Near Miss,53.32509035368426,-6.26525848886709,2024-04-11,No injuries,Driver Behaviour (Car)
